id,query,language,difficulty,transformation_types,ontology,gold_mode,gold_targets,acceptable_target_sets,predicted_ranking,confidence,closest_competing_template,source_seed_id,validation_status,partition,challenge_type,abstained,system_error
vir-v2-core-vir-s11-21,Need ginkgo tree，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],[],0.042403,template-species-science,vir-s11,needs_review,core,,true,
vir-v2-core-vir-s11-24,丹顶鹤，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],[],0.005348,template-species-science,vir-s11,needs_review,core,,true,
vir-v2-core-vir-s11-26,Need snow leopard，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],[],0.04417,template-species-science,vir-s11,needs_review,core,,true,
vir-v2-core-vir-s11-27,中华穿山甲，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],[],0.008913,template-species-science,vir-s11,needs_review,core,,true,
vir-v2-core-vir-s11-28,"tree fern — make the subect, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],[],0.094276,template-species-science,vir-s11,needs_review,core,,true,
vir-v2-core-vir-s12-01,请制作一张爱因斯坦的人生原则的名人原则信息图。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.020202,template-figure-principles-infographic,vir-s12,auto_accepted,core,,true,
vir-v2-core-vir-s12-03,请制作一张达芬奇的创作启示的肖像式习惯海报。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.018519,template-figure-principles-infographic,vir-s12,auto_accepted,core,,true,
vir-v2-core-vir-s12-06,请制作一张莫扎特的创作习惯的肖像式习惯海报。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.018519,template-figure-principles-infographic,vir-s12,auto_accepted,core,,true,
vir-v2-core-vir-s12-11,能不能把爱因斯坦的人生原则做成人物人生经验图解？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.022727,template-figure-principles-infographic,vir-s12,auto_accepted,core,,true,
vir-v2-core-vir-s12-13,达芬奇的创作启示 做成 a famous-figure principles infographic，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.091803,template-figure-principles-infographic,vir-s12,auto_accepted,core,,true,
vir-v2-core-vir-s12-16,能不能把莫扎特的创作习惯做成名人原则信息图？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.019481,template-figure-principles-infographic,vir-s12,auto_accepted,core,,true,
vir-v2-core-vir-s12-21,Need Albert Einstein's life principles，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.077922,template-figure-principles-infographic,vir-s12,needs_review,core,,true,
vir-v2-core-vir-s12-22,居里夫人的工作习惯，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.014706,template-figure-principles-infographic,vir-s12,needs_review,core,,true,
vir-v2-core-vir-s12-26,Need Mozart's creative routine，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.066558,template-figure-principles-infographic,vir-s12,needs_review,core,,true,
vir-v2-core-vir-s12-27,亚里士多德的核心思想，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.01634,template-figure-principles-infographic,vir-s12,needs_review,core,,true,
vir-v2-core-vir-s13-01,请制作一张香薰机的温馨产品海报。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.008929,template-product-poster,vir-s13,auto_accepted,core,,true,
vir-v2-core-vir-s13-03,请制作一张小型咖啡机的卖点型新品视觉。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.014286,template-product-poster,vir-s13,auto_accepted,core,,true,
vir-v2-core-vir-s13-04,Create a cozy product poster for warm desk lamp.,en,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.08229,template-product-poster,vir-s13,auto_accepted,core,,true,
vir-v2-core-vir-s13-05,帮我做一个 portable blender 的生活方式产品广告，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.049123,template-product-poster,vir-s13,auto_accepted,core,,true,
vir-v2-core-vir-s13-07,Create a cozy product poster for Bluetooth speaker.,en,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.083929,template-product-poster,vir-s13,auto_accepted,core,,true,
vir-v2-core-vir-s13-11,能不能把香薰机做成生活方式产品广告？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.013746,template-product-poster,vir-s13,auto_accepted,core,,true,
vir-v2-core-vir-s13-13,小型咖啡机 做成 a cozy product poster，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.055268,template-product-poster,vir-s13,auto_accepted,core,,true,
vir-v2-core-vir-s13-14,能不能把暖光台灯做成生活方式产品广告？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.015464,template-product-poster,vir-s13,auto_accepted,core,,true,
vir-v2-core-vir-s13-21,Need aroma diffuser，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.046392,template-product-poster,vir-s13,needs_review,core,,true,
vir-v2-core-vir-s13-23,"compact coffee maker — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.087459,template-species-science,vir-s13,needs_review,core,,true,
vir-v2-core-vir-s13-24,暖光台灯，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.00692,template-product-poster,vir-s13,needs_review,core,,true,
